"url","text","date","month_year"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1998/k980909c.htm","Bank of Japan (For immediate release) (1) The Bank of Japan today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy.By majority vote, the Policy Board determined to further ease the stance of money market operations for the inter-meeting period ahead as follows:
The Bank of Japan will encourage the uncollateralized overnight call rate to move on average around 0.25%.
Regardless of the above guideline for the call rate, the Bank of Japan will provide more ample funds, if judged necessary, to maintain the stability of the financial markets. (2) The overall economic condition of Japan has been deteriorating, and prices on a downward trend.Private bank lending has been declining, and the growth of money supply rather moderate.The money and capital markets have shown unstable developments, such as those seen in the risk premium on interest rates and stock prices.
The pace of further deterioration of the economy is expected to gradually slow down by the implementation of the government's fiscal policy measures including the comprehensive economic package.However, the level of economic activity has already declined considerably.In addition, there is a risk that recent developments in the financial markets and the increase in bankruptcy might further weaken the confidence of corporate and household sectors.Bearing these in mind, we cannot entirely preclude the possibility that economic and price conditions will worsen more. (3) The monetary policy objective of the Bank of Japan is to pursue price stability, avoiding both inflation and deflation.Taking into account the present economic and financial conditions, the Bank of Japan decided that the above-mentioned monetary easing measures be appropriate in order to prevent the economy from falling into a deflationary spiral and to ensure the slowdown of economic deterioration. (4) The Bank of Japan, through continued injection of ample funds under the above-mentioned policy guideline, will make every effort to keep the stability of the financial markets, thereby accommodating the expansion of money supply. (5) At present, recovery of business conditions and revitalization of the financial system are the imminent issues in the Japanese economy.The Bank of Japan strongly hopes that the decision to make money market operations more accommodative will facilitate the resolution of these issues and that all parties concerned will make their utmost efforts in surmounting the economic difficulties they face. ",1998-09-09,"1998-09"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1998/k980924.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. ",1998-09-24,"1998-09"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1998/k981013.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. ",1998-10-13,"1998-10"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1998/k981028.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. ",1998-10-28,"1998-10"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1998/k981113.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. ",1998-11-13,"1998-11"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1998/k981127.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. ",1998-11-27,"1998-11"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1998/k981215.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. ",1998-12-15,"1998-12"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990119.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. ",1999-01-19,"1999-01"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990212c.htm","Bank of Japan (For immediate release) (1) The Bank of Japan today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board determined to ease further the stance of money market operations for the inter-meeting period ahead as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible.
To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. (2) The pace of deterioration of Japan's economy is moderating, mainly due to the increase in public investment. As the implementation of the government's economic stimulus gains pace, deterioration of the economy is expected to slowdown gradually. However, corporate and household sentiments remain cautious and private sector activities stagnant. Prices are on a downward trend. Clear prospects for rebound of the economy have yet to emerge.
With respect to financial developments, tight conditions once observed in inter-bank transactions and corporate funding have subsided. However, long-term interest rates have risen considerably, and the yen has been appreciating against the dollar. Stock prices, on the whole, have been weak. Such market developments could have an adverse impact on the future prospect of our economy. (3) Taking into account current economic and financial conditions, the Bank of Japan has judged it appropriate to provide, through monetary policy operations, an utmost support for the economic activities in order to avoid possible intensification of deflationary pressure and to ensure that the economic downturn will come to a halt. (4) The Bank of Japan, through more injections of ample funds under the above-mentioned policy guideline, will encourage the expansion of money supply and make every effort to maintain the stability in financial markets. (5) In conducting actual money market operations, the Bank of Japan will attempt to provide more ample liquidity through existing short-term operational instruments, paying due attention to the maintenance of the successful functioning of the short-term financial markets. The Bank of Japan, in particular, intends to actively utilize government bonds repo operations, which provide short-term liquidity in exchange for government bonds.
With respect to outright purchase of long-term government bonds, the Bank of Japan will continue to maintain the current frequency and amount. (6) In order to bring Japanese economy back to a solid recovery path, it is important not only to provide support from monetary and fiscal sides but also to steadily promote financial system revitalization and structural reforms. The Bank of Japan strongly hopes that the decision to make money market operations more accommodative will, combined with various efforts made by the parties concerned, contribute to surmounting the economic difficulties we face. ",1999-02-12,"1999-02"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990225.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the previous Monetary Policy Meeting, February 12, 1999. ",1999-02-25,"1999-02"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990312.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially (note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-03-12,"1999-03"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990325.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-03-25,"1999-03"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990409.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-04-09,"1999-04"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990422.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-04-22,"1999-04"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990518.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-05-18,"1999-05"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990614.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-06-14,"1999-06"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990628.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-06-28,"1999-06"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990716.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-07-16,"1999-07"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990813.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-08-13,"1999-08"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990909.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-09-09,"1999-09"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990921.htm","Bank of Japan (For immediate release) The Bank today held a Monetary Policy Meeting, a regular meeting of the Policy Board on monetary policy. By majority vote, the Policy Board decided to leave monetary policy unchanged. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will provide more ample funds and encourage the uncollateralized overnight call rate to move as low as possible. To avoid excessive volatility in the short-term financial markets, the Bank of Japan will, by paying due consideration to maintaining market function, initially(note) aim to guide the above call rate to move around 0.15%, and subsequently induce further decline in view of the market developments. Note: ""Initially"" means the time of the Monetary Policy Meeting, February 12, 1999. ",1999-09-21,"1999-09"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k990921a.htm","Bank of Japan At the Monetary Policy Meeting held today, the Bank of Japan decided to continue the zero interest rate policy. The contents of discussions during Monetary Policy Meetings are usually published approximately one month after each Meeting as ""Minutes."" However, in view of the fact that the conduct of monetary policy has attracted unusually high attention, both domestically and overseas, against the backdrop of such developments as the rapid and large fluctuation in the foreign exchange rate, we considered it appropriate to explain the main points of contention in today's discussion immediately after the meeting. (Zero interest rate policy and quantitative easing) Since the launch of the zero interest rate policy in February, the Bank has continued to provide the financial market with ample funds to guide the overnight call rate as low as possible, currently at virtually zero percent, as exhibited by the following:
To keep the call rate at virtually zero percent in a stable manner, the Bank is continuing to provide funds in the amount of some 1 trillion yen more than the required reserve (on average about 4 trillion yen daily). However, since sentiment has permeated among financial institutions that they can always obtain almost cost-free funds, the incentive to hold funds has diminished. As a result, 70 to 80 percent of excess funds provided by the Bank is accumulating at such institutions as Tanshi companies (fund brokers).
Even when the Bank tries to provide almost cost-free funds through its open market operations, there are cases where actual subscription by financial institutions falls short of the announced amount. To keep the call rate at virtually zero percent in a stable manner, the Bank is continuing to provide funds in the amount of some 1 trillion yen more than the required reserve (on average about 4 trillion yen daily). However, since sentiment has permeated among financial institutions that they can always obtain almost cost-free funds, the incentive to hold funds has diminished. As a result, 70 to 80 percent of excess funds provided by the Bank is accumulating at such institutions as Tanshi companies (fund brokers). Even when the Bank tries to provide almost cost-free funds through its open market operations, there are cases where actual subscription by financial institutions falls short of the announced amount. (Effects of providing additional funds) Recently we have heard some arguments that the Bank should provide more ample funds in order to stabilize the foreign exchange rate. However, given the current financial market situations, any additional injection of liquidity would only result in further accumulation of excess funds at institutions such as Tanshi companies. In such a situation, it is difficult to envisage any visible effects on interest rates, the behavior of financial institutions and non-financial institutions, and asset prices including the foreign exchange rate. There is a view that the Bank should take advantage of the market's perception that ""additional fund provision"" would work. However, material effects are not likely expected and at best temporary, if any. Furthermore, we as a central bank will not take a measure that is not accountable with regard to its purpose and effects. (Foreign exchange rate and monetary policy) The Bank believes it desirable that the foreign exchange rate should move in a stable fashion reflecting economic fundamentals. Excessive volatility is very likely to have an adverse impact on the economy and prices. The recent appreciation of the yen has been too rapid and its effects on corporate profits, among other things, is a matter of concern. We believe this view is shared with the government. The foreign exchange rate in itself is not a direct objective of monetary policy. One of the precious lessons we learned from the experience of policy operations during the bubble period is that, monetary policy operations linked with control of the foreign exchange rate runs a risk of leading to erroneous policy decisions. Having said this, it does not mean that monetary policy is pursued without any consideration to the development of the foreign exchange rate. The Bank considers it important to carefully monitor the development of the foreign exchange rate from the viewpoint of how it affects the economy and prices. Since the recent appreciation of the yen has been rapid, we should carefully monitor its adverse impact on corporate profits, exports, and the overall economy. At the same time, however, we are seeing some signs of positive developments such as emerging effects of various policy measures already taken and the recovery of Asian economies. We believe that we are now at a stage to carefully focus attention on what effects these various factors exert on the economy. In relation to the foreign exchange rate policy, we have heard arguments in favor of non-sterilized intervention. In the reserve market, however, there are various flows of funds such as currency in circulation and Treasury funds other than those resulting from the intervention. The Bank conducts its daily market operations taking into account all the money flows, in order to create ample reserves to such an extent as described above. This strong commitment of fund provision is consistent with the government's current foreign exchange rate policy. (Monetary policy for the periods ahead) The Bank of Japan has been pursuing an unprecedented accommodative monetary policy and is explicitly committed to continue this policy until deflationary concerns subside. The Bank views the current state of the Japanese economy as having stopped deteriorating with some bright signs, though a clear and sustainable recovery of private demand has yet to be seen. In pursuing the zero interest rate policy, we need to carefully examine its adverse side-effects, but deem it important to support the economic recovery by continuing easy monetary policy for the periods ahead. In the past few days, the market has substantially fluctuated by speculations on monetary policy. What should be clear is that the conduct of monetary policy is exclusively decided by majority vote at the Monetary Policy Meeting, a regular meeting of the Policy Board. It is never the case that our policy is determined in advance or in consultation with outside bodies. We would like to emphasize this point. The Bank will continuously endeavor to explain the policy decision-making framework under the new Bank of Japan Law and the thinking behind the conduct of monetary policy.",1999-09-21,"1999-09"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k991013.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows: The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",1999-10-13,"1999-10"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k991013a.htm","Bank of Japan 1. At the Monetary Policy Meeting held today, the Bank of Japan decided a basic policy for money market operations to address Year 2000 problems as follows:
In conducting money market operations, the Bank will respond flexibly such as by providing ample funds over the year-end, paying due consideration to fund demand related to Year 2000 problems. 2. As for Year 2000-related liquidity problems at individual financial institutions, the Bank of Japan intends to respond in a timely and appropriate manner through its lending in case an institution experiences a temporary liquidity shortage, taking into account such factors as the institution's soundness and availability of eligible collateral, although self-efforts on the part of individual institutions are a prerequisite in overcoming possible problems. In connection with the above, the Bank will accept requests from lending counterparties to submit eligible collateral to the Bank in advance. Taking into account such factors as funding prospects during the days covering the year change period and the amount of collateral necessary for market transactions, lending counterparties are advised to examine the necessity of submitting eligible collateral as well as the amount to submit, and to contact the Bank promptly if necessary. As the Bank has reiterated, the Japanese financial industry has been making solid progress in its preparations for Year 2000. The Bank believes that the aforementioned measure, in fully utilizing the existing lending facilities, will further enhance preparedness for Year 2000-related liquidity problems at individual financial institutions.",1999-10-13,"1999-10"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k991027.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",1999-10-27,"1999-10"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k991112.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",1999-11-12,"1999-11"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k991126.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",1999-11-26,"1999-11"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_1999/k991217.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",1999-12-17,"1999-12"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000117.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",2000-01-17,"2000-01"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000210.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",2000-02-10,"2000-02"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000224.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",2000-02-24,"2000-02"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000308.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible.",2000-03-08,"2000-03"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000324.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",2000-03-24,"2000-03"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000410.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",2000-04-10,"2000-04"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000427.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",2000-04-27,"2000-04"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000517.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",2000-05-17,"2000-05"
"https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2000/k000612.htm","Bank of Japan (For immediate release) At the Monetary Policy Meeting held today, the Bank of Japan decided, by majority vote, to maintain its ""zero interest rate policy"" to assure permeation of the effects of monetary easing. The guideline for money market operations in the inter-meeting period ahead is as follows:The Bank of Japan will flexibly provide ample funds and encourage the uncollateralized overnight call rate to move as low as possible. ",2000-06-12,"2000-06"
